,ADHDKNOW,DOC16A,DOC18A,DOC15A,GIVBLOOD,DOC20A,DOCVIG,DOCRELY,DOCASKME,DOCDECID,DOCSAT,DOCCOSTS,HEALTH1,EVCRACK,EVIDU,HEALTH,OUTSIDER,DOC19A,ILLPHYS,IMPRVMED,MNTLILL,IMPRVEAT,ALLERGIC,GENEPROB,NATHEAL,HEALTH30,MEDSYMPS,HLTHFREL,HLTHMAG1,HLTHMAG2,HLTHPAPR,HLTHWWW,HLTHTV,HLTHDOC,PHYSHLTH,MNTLHLTH
637,1,1,1,1,6,1,2,4,2,3,3,3,1,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
638,5,2,2,6,1,2,3,7,2,4,4,4,2,3,3,2,5,3,3,2,2,4,3,3,2,5,2,2,2,4,2,5,2,4,1,1
639,5,5,3,5,1,2,4,7,2,7,5,2,3,3,3,1,4,2,2,3,3,3,2,3,3,1,3,2,4,4,4,2,4,3,1,1
640,5,2,2,6,1,3,6,5,2,6,5,4,4,3,3,3,5,3,3,2,3,3,3,3,1,1,4,1,1,1,1,1,1,1,1,1
641,1,1,1,1,6,1,2,2,2,2,4,2,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
642,1,1,1,1,6,1,3,5,5,5,4,2,2,3,3,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,10
643,5,3,3,5,1,2,3,4,2,5,5,5,2,2,3,2,5,2,5,5,5,5,4,3,1,1,3,2,2,3,3,2,3,2,4,7
644,3,3,3,4,1,2,3,2,2,2,4,4,4,3,3,3,3,3,5,4,5,4,4,3,1,1,3,1,1,1,1,1,1,1,2,2
645,5,3,3,4,1,3,4,7,2,4,5,5,3,3,3,1,3,3,5,2,3,3,3,3,1,3,2,3,2,3,3,5,4,3,20,18
646,5,2,2,6,1,3,5,5,3,6,4,2,3,3,3,3,3,3,4,4,4,4,4,4,2,3,3,2,2,3,2,2,2,3,1,1
647,1,1,1,1,6,1,5,7,2,7,3,3,1,3,3,5,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1
648,3,2,2,6,1,2,1,5,3,2,2,2,5,3,3,5,3,2,4,4,5,4,5,5,3,1,2,1,1,1,1,1,1,1,1,1
649,5,3,3,5,1,5,1,6,2,6,5,4,4,3,3,1,4,5,4,4,4,4,4,4,1,5,3,1,1,1,1,1,1,1,8,7
650,3,3,3,4,1,3,2,6,3,5,6,4,5,3,3,3,3,3,3,3,3,3,3,3,3,1,4,1,1,1,1,1,1,1,1,1
651,1,1,1,1,6,1,3,7,2,6,5,4,6,3,3,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,18,18
652,3,2,2,6,1,2,4,2,2,3,4,2,4,3,3,3,3,2,2,2,4,3,2,2,2,1,2,1,1,1,1,1,1,1,1,1
653,3,2,2,5,1,3,5,4,2,3,2,2,2,3,3,2,4,2,2,2,4,3,2,2,1,1,3,1,1,1,1,1,1,1,3,2
654,1,1,1,1,6,1,1,3,2,2,3,2,3,3,3,3,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,2,17
655,5,2,2,6,1,2,1,2,2,3,6,6,4,3,3,3,4,2,2,2,4,3,2,2,1,2,3,1,1,1,1,1,1,1,1,1
656,1,1,1,1,6,1,3,5,2,5,3,3,1,3,3,3,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1
657,1,1,1,1,5,1,4,5,3,6,5,3,2,3,3,2,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,2,2
658,3,2,2,6,1,2,4,6,2,6,2,2,2,3,3,2,3,2,2,2,4,4,3,5,1,2,3,1,1,1,1,1,1,1,20,20
659,5,2,3,6,1,2,6,2,2,2,4,2,2,3,3,2,5,2,4,3,4,4,4,3,2,1,3,2,3,3,2,2,3,3,1,1
660,1,1,1,1,6,1,6,5,2,3,5,4,1,3,3,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
661,1,1,1,1,6,1,1,2,2,2,4,4,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1
662,1,1,1,1,6,1,1,2,2,2,4,2,1,3,3,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
663,3,3,3,6,1,3,3,5,2,6,3,2,2,1,1,2,2,3,3,2,4,4,3,3,2,1,3,1,1,1,1,1,1,1,1,1
664,1,1,1,1,6,1,4,3,3,3,5,3,1,3,3,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1
665,1,1,1,1,6,1,4,2,2,7,5,4,4,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,17,3
666,5,2,2,6,1,2,5,2,3,2,2,2,2,3,3,2,4,2,3,4,2,4,2,3,2,1,3,1,1,1,1,1,1,1,1,1
667,5,2,2,5,1,2,6,2,3,2,3,2,6,3,3,1,2,2,4,2,4,4,4,2,2,1,2,1,1,1,1,1,1,1,1,1
668,1,1,1,1,6,1,1,4,3,6,4,4,1,3,3,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1
669,1,1,1,1,6,1,2,7,2,5,6,6,3,3,3,3,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,10
670,1,1,1,1,6,1,4,4,2,2,5,6,1,3,3,4,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1
671,1,1,1,1,6,1,4,2,2,2,2,3,4,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2
672,1,1,1,1,6,1,1,5,3,4,5,4,2,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2
673,1,1,1,1,6,1,2,2,2,2,2,3,1,3,3,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1
674,5,3,2,5,1,3,3,5,2,4,5,3,3,3,3,3,3,4,5,4,4,5,5,5,3,3,3,3,2,2,2,5,2,2,1,1
675,5,2,2,6,1,2,3,7,2,7,3,2,2,3,3,1,2,2,4,3,5,3,3,4,1,3,3,2,2,2,2,5,2,3,2,2
676,5,3,4,3,1,5,4,6,2,6,5,5,4,3,3,3,5,5,3,3,3,3,3,3,2,3,2,2,2,3,2,3,2,3,19,21
677,1,1,1,1,6,1,4,5,2,2,4,2,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
678,1,1,1,1,6,1,5,3,3,3,5,6,1,3,3,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1
679,5,3,2,3,1,2,6,3,5,7,6,6,4,3,3,3,3,3,5,5,5,3,4,5,2,4,3,3,2,3,2,3,2,3,2,22
680,3,3,3,5,1,2,1,7,2,7,5,4,2,3,3,1,2,2,5,5,5,5,5,5,3,2,2,1,1,1,1,1,1,1,2,2
681,5,3,3,5,1,2,1,4,3,3,3,3,2,3,3,2,5,2,4,4,4,4,4,3,1,5,3,1,1,1,1,1,1,1,1,1
682,1,1,1,1,6,1,3,5,2,7,4,3,1,3,3,2,1,1,1,1,1,1,1,1,3,3,1,1,1,1,1,1,1,1,1,1
683,5,2,2,6,1,2,4,7,2,7,6,6,2,3,3,1,5,2,3,3,4,4,4,3,3,4,2,4,2,4,2,4,3,5,3,2
684,5,3,3,5,1,5,4,3,3,2,3,3,2,3,3,2,3,5,5,4,5,5,4,3,1,1,2,1,1,1,1,1,1,1,1,1
685,1,1,1,1,5,1,5,6,2,3,4,4,2,3,3,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2
686,1,1,1,1,4,1,5,7,2,6,5,4,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,11,2
687,1,1,1,1,4,1,5,6,2,5,4,4,2,3,3,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,2,2
688,1,1,1,1,6,1,6,4,2,3,4,4,4,3,3,3,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,17,2
689,5,3,3,4,1,2,6,5,2,4,6,5,5,3,3,4,2,3,4,5,4,3,2,3,1,1,3,4,2,2,2,2,2,3,21,11
690,5,3,3,6,1,2,2,7,2,5,6,6,4,3,3,3,4,3,2,2,2,3,3,3,2,1,3,1,1,1,1,1,1,1,1,1
691,1,1,1,1,6,1,3,3,2,6,4,4,5,2,3,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,4,18
692,1,1,1,1,6,1,3,7,2,3,5,3,1,3,3,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
693,3,3,2,5,1,2,5,2,2,3,4,3,3,3,3,2,5,3,2,2,5,3,3,2,3,3,2,2,2,3,2,3,2,5,2,2
694,1,1,1,1,6,1,6,5,2,6,4,2,1,3,3,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1
695,1,1,1,1,6,1,6,5,3,4,6,5,1,2,2,5,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1
696,1,1,1,1,6,1,3,3,2,3,4,4,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2
697,1,1,1,1,5,1,4,4,4,7,6,6,3,3,3,3,1,1,1,1,1,1,1,1,2,3,1,1,1,1,1,1,1,1,2,20
698,3,3,2,5,1,2,4,6,2,6,4,3,4,3,3,3,4,3,2,2,4,4,3,3,1,4,3,4,2,3,2,5,3,4,20,20
699,5,3,3,3,1,3,5,7,2,6,6,5,4,3,3,3,3,3,3,2,2,3,5,4,1,2,3,2,2,5,2,2,2,2,1,1
700,1,1,1,1,5,1,6,7,3,3,6,6,2,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2
701,5,3,3,5,1,4,1,7,2,7,6,6,3,3,3,3,2,3,3,3,3,3,3,3,1,1,3,1,1,1,1,1,1,1,2,7
702,2,3,2,6,1,2,2,5,4,7,5,4,6,3,3,1,5,5,2,2,2,2,2,2,1,1,3,2,2,3,2,2,2,5,1,1
703,5,5,3,4,1,3,3,7,2,7,6,4,3,3,3,3,4,3,4,4,4,3,3,4,2,2,3,1,1,1,1,1,1,1,2,2
704,1,1,1,1,6,1,3,4,2,4,5,2,2,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2
705,1,1,1,1,6,1,4,6,2,5,4,4,4,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,11
706,3,3,3,6,1,3,6,4,3,3,3,3,3,3,3,3,3,3,3,2,3,4,3,3,2,1,3,1,1,1,1,1,1,1,2,2
707,5,3,3,2,1,6,6,4,2,5,6,6,4,2,3,3,3,5,3,3,4,3,3,3,2,2,3,2,2,3,2,3,2,3,22,22
708,1,1,1,1,6,1,6,7,2,7,6,4,2,3,3,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2
709,1,1,1,1,6,1,1,4,3,4,6,6,2,3,3,1,1,1,1,1,1,1,1,1,2,3,1,1,1,1,1,1,1,1,2,10
710,1,1,1,1,6,1,1,3,2,7,6,6,2,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2
711,5,3,3,5,1,3,2,5,2,3,5,4,2,3,3,2,3,3,3,3,2,4,4,3,3,5,2,1,1,1,1,1,1,1,2,17
712,1,1,1,1,6,1,4,2,2,7,5,5,4,3,3,3,1,1,1,1,1,1,1,1,2,5,1,1,1,1,1,1,1,1,2,2
713,1,1,1,1,6,1,4,7,2,7,6,4,2,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2
714,1,1,1,1,4,1,5,7,2,5,4,5,2,3,3,2,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,2,20
715,5,2,2,6,1,3,5,5,2,3,4,4,4,3,3,3,4,3,3,2,3,1,3,3,1,1,3,4,4,4,5,2,3,5,15,2
716,3,3,3,5,1,3,6,6,2,5,5,3,3,3,3,1,5,2,3,3,4,4,4,4,3,2,3,2,2,2,2,2,2,4,1,1
717,5,4,4,3,1,3,6,7,2,7,6,5,2,3,3,2,4,3,4,3,3,4,4,4,1,2,3,1,1,1,1,1,1,1,17,2
718,1,1,1,1,6,1,1,5,2,7,6,5,4,1,1,3,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,10
719,5,3,5,3,1,5,2,6,2,7,6,4,4,3,3,3,5,5,3,3,3,3,3,4,1,4,3,5,3,4,2,5,2,3,11,19
720,2,2,2,6,1,2,3,2,2,2,3,2,4,1,1,1,2,2,1,2,3,3,4,3,1,1,3,1,1,1,1,1,1,1,1,1
721,5,3,2,6,1,3,4,6,2,6,6,5,2,3,3,3,3,2,4,3,4,4,3,5,3,3,3,2,2,3,4,4,2,4,2,2
722,3,3,5,3,1,3,4,5,2,6,4,5,3,3,3,2,3,4,4,3,4,3,3,3,3,2,3,1,1,1,1,1,1,1,20,2
723,2,2,2,6,1,2,6,3,3,3,3,4,2,1,1,1,3,2,3,3,1,3,1,1,1,3,3,1,1,1,1,1,1,1,2,2
724,1,1,1,1,6,1,1,7,2,6,5,6,2,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2
725,3,3,3,5,1,5,3,6,3,6,5,4,4,3,3,2,4,3,5,5,5,5,5,5,2,1,3,1,1,1,1,1,1,1,2,2
726,1,2,2,6,1,2,4,2,2,3,4,5,3,3,3,1,2,2,4,5,4,5,2,2,2,3,3,1,1,1,1,1,1,1,2,2
727,1,1,1,1,6,1,5,2,2,2,4,2,1,3,3,4,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1
728,1,1,1,1,4,1,6,6,2,5,4,3,3,3,3,3,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,3,2
729,3,2,2,6,1,2,1,5,2,3,6,5,6,3,3,1,2,2,4,2,3,5,3,3,2,1,3,1,1,1,1,1,1,1,1,1
730,3,2,2,6,1,2,1,7,3,3,5,6,5,3,3,4,2,2,3,2,2,3,2,3,1,1,2,1,1,1,1,1,1,1,1,1
731,1,1,1,1,5,1,2,6,2,2,6,4,1,3,3,4,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1
732,1,1,1,1,6,1,3,3,2,4,6,6,4,3,3,3,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2
733,5,2,2,2,1,2,5,2,6,2,6,4,6,1,1,5,2,2,2,2,5,3,3,3,2,2,2,1,1,1,1,1,1,1,1,1
734,1,1,1,1,6,1,6,3,2,3,6,6,3,3,3,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,10
735,1,1,1,1,6,1,6,7,2,6,6,4,2,1,1,2,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,2,2
736,5,3,2,6,1,2,1,3,2,6,6,6,4,3,3,3,3,5,2,2,5,3,2,1,4,1,2,1,1,1,1,1,1,1,3,2
737,1,1,1,1,1,1,1,4,4,6,6,6,2,1,1,1,1,1,1,2,1,3,2,5,1,1,1,1,1,1,1,1,1,1,2,2
738,1,1,1,1,6,1,2,3,2,6,5,6,2,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2
739,5,2,2,5,1,2,4,6,2,2,6,3,2,3,3,2,4,2,3,2,2,3,3,3,2,1,2,1,1,1,1,1,1,1,2,2
740,3,3,3,3,1,3,5,2,2,3,3,3,3,3,3,1,3,3,4,3,4,3,3,3,2,1,3,2,2,2,2,2,3,3,7,2
741,5,2,2,5,1,6,5,3,2,4,6,4,5,1,1,4,3,3,3,2,3,4,5,3,1,1,2,1,1,1,1,1,1,1,1,1
742,1,1,1,1,6,1,6,6,3,6,5,6,2,3,3,2,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,2,2
743,1,1,1,1,6,1,6,7,2,2,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1
744,1,1,1,1,6,1,1,5,4,5,5,3,2,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2
745,5,3,2,6,1,2,2,5,2,3,5,4,3,1,1,1,5,5,3,3,4,3,3,3,2,1,3,1,1,1,1,1,1,1,1,1
746,3,3,3,5,1,2,2,5,3,4,5,4,3,3,3,3,3,3,2,2,4,3,2,2,1,1,3,1,1,1,1,1,1,1,2,2
747,1,1,1,1,6,1,3,7,2,7,5,6,5,3,3,4,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,4,7
748,1,1,1,1,1,1,3,5,3,5,6,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,11,10
749,1,1,1,1,6,1,4,2,2,2,6,4,2,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2
750,5,2,2,6,1,2,4,7,3,5,5,2,5,3,3,4,5,3,3,3,2,5,3,2,1,2,5,1,1,1,1,1,1,1,12,2
751,3,3,3,6,1,2,5,2,6,2,1,4,6,1,1,1,2,2,3,3,5,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1
752,1,1,1,1,6,1,6,6,2,5,5,3,5,3,3,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,18
753,1,1,1,1,6,1,1,2,2,2,5,2,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3
754,5,3,2,5,1,2,2,2,2,5,6,6,5,3,3,1,3,3,3,3,3,3,4,2,1,1,3,1,1,1,1,1,1,1,2,19
755,1,1,1,1,6,1,4,5,3,4,3,3,4,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,2
756,3,2,2,6,1,2,6,6,2,4,5,3,3,3,3,1,3,2,3,3,3,3,3,3,3,2,3,1,1,1,1,1,1,1,19,19
757,1,1,1,1,4,1,1,5,3,4,5,3,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
758,5,3,3,6,1,4,3,6,2,4,3,2,3,3,3,1,4,3,4,4,5,3,3,4,2,3,3,1,1,1,1,1,1,1,2,2
759,1,1,1,1,6,1,4,5,2,3,3,2,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
760,1,1,1,1,4,1,5,3,2,3,3,3,2,3,3,2,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,2,2
761,5,2,2,6,1,2,5,7,3,5,5,4,2,3,3,2,3,2,4,4,4,3,4,4,1,1,2,5,5,5,5,2,5,5,1,1
762,5,3,3,5,1,3,6,5,2,4,3,4,2,1,1,1,5,3,4,5,4,3,5,4,1,1,3,1,1,1,1,1,1,1,1,1
763,3,2,2,6,1,2,1,3,2,3,3,2,3,3,3,3,5,2,4,5,5,4,5,4,2,1,2,1,1,1,1,1,1,1,1,1
764,1,1,1,1,6,1,1,4,3,3,3,3,3,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,11,2
765,1,1,1,1,6,1,2,3,3,4,5,5,1,3,3,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1
766,1,1,1,1,6,1,2,7,2,5,6,4,1,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
767,3,2,2,6,1,2,3,4,2,6,5,4,2,3,3,2,5,2,4,4,4,4,4,4,3,2,2,1,1,1,1,1,1,1,3,2
768,5,3,3,2,1,6,4,7,4,6,5,6,5,3,3,4,2,3,4,2,5,3,4,3,2,1,3,3,3,4,4,3,3,4,1,1
769,1,1,1,1,6,1,6,5,2,4,4,4,3,1,1,2,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,20,2
770,5,2,2,6,1,2,6,6,3,3,4,4,2,3,3,2,1,2,2,2,5,2,2,2,1,1,2,3,2,5,3,2,2,4,1,1
771,1,1,1,1,5,1,2,7,2,6,6,4,1,3,3,3,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1
772,1,1,1,1,6,1,3,6,5,4,4,4,1,3,3,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
773,5,2,3,5,1,3,4,7,3,6,5,5,2,1,1,2,5,3,5,2,5,5,4,2,2,1,2,2,2,3,2,3,2,3,2,19
774,5,3,3,5,1,4,4,3,2,3,4,3,2,3,3,1,4,3,3,3,4,4,3,4,1,2,3,1,1,1,1,1,1,1,1,1
775,5,2,2,6,1,3,5,3,6,3,4,6,4,3,3,3,2,2,5,5,5,5,5,5,3,1,2,1,1,1,1,1,1,1,1,1
776,1,1,1,1,6,1,5,6,2,6,5,6,2,3,3,2,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,2,2
777,1,1,1,1,4,1,6,7,2,6,6,4,4,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4
778,5,3,3,5,1,3,1,2,6,2,4,2,3,3,3,2,4,3,4,3,5,3,3,3,2,2,3,1,1,1,1,1,1,1,17,20
779,5,2,3,6,1,3,2,3,3,3,4,4,3,3,3,1,3,3,4,3,3,4,4,3,2,1,3,1,1,1,1,1,1,1,19,2
780,5,3,3,5,1,3,2,3,2,5,4,3,4,1,1,3,3,4,3,3,4,3,4,3,1,1,3,1,1,1,1,1,1,1,1,1
781,1,1,1,1,6,1,3,5,2,5,3,3,1,3,3,3,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1
782,1,1,1,1,6,1,4,7,2,2,6,6,4,3,3,4,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,7,2
783,5,3,5,3,1,1,4,3,2,3,6,6,5,3,3,4,2,1,5,3,5,5,5,3,1,1,5,1,1,1,1,1,1,1,2,20
784,5,2,2,6,1,2,5,5,4,4,3,3,6,3,3,5,3,2,5,3,5,4,3,4,1,1,3,1,1,1,1,1,1,1,1,1
785,1,1,1,1,6,1,6,5,3,4,4,3,1,3,3,3,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1
786,1,1,1,1,6,1,1,4,2,2,4,4,1,3,3,3,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1
787,5,3,3,5,1,3,1,5,3,5,4,3,3,1,1,3,3,2,1,3,1,1,1,4,1,1,3,5,5,5,5,2,4,3,1,1
788,5,3,2,6,1,3,2,4,3,5,5,4,3,3,3,1,3,3,4,4,4,4,4,4,1,2,3,3,2,2,2,3,2,3,1,1
789,5,2,2,6,1,2,3,2,2,6,3,3,6,3,3,5,4,2,4,3,4,3,3,3,2,1,2,5,2,2,2,2,2,3,1,1
790,1,1,1,1,4,1,4,3,2,7,2,2,4,2,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,14
791,2,2,2,6,1,5,5,3,5,4,4,6,4,3,3,3,2,3,3,2,3,3,3,2,2,1,2,1,1,1,1,1,1,1,1,1
792,5,3,3,3,1,3,5,6,2,6,5,4,4,3,3,1,4,3,4,3,4,4,4,3,1,1,5,3,4,2,3,2,2,3,11,22
793,1,1,1,1,6,1,6,4,2,2,6,6,1,3,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
794,1,1,1,1,6,1,1,2,5,5,4,4,1,3,3,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1
795,5,2,2,6,1,4,3,2,2,2,2,2,6,3,3,1,4,2,4,3,4,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1
796,1,1,1,1,6,1,4,4,3,4,3,4,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
797,1,1,1,1,6,1,1,2,2,2,2,2,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
798,5,2,2,6,1,2,2,3,2,2,4,2,5,3,3,4,4,2,5,4,5,5,5,4,1,1,1,3,2,2,3,2,3,3,1,1
799,5,3,3,6,1,3,3,3,2,5,2,2,2,3,3,1,3,3,4,4,4,4,4,5,1,1,3,1,1,1,1,1,1,1,1,1
800,5,2,2,6,1,2,4,3,2,3,3,3,4,3,3,3,3,2,3,3,2,3,3,3,2,1,3,1,1,1,1,1,1,1,1,1
801,1,1,1,1,6,1,5,2,6,2,2,2,5,3,3,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,12,2
802,5,2,2,6,1,2,1,6,2,3,6,6,2,3,3,2,5,2,4,2,3,2,2,2,2,2,3,1,1,1,1,1,1,1,11,2
803,5,2,2,6,1,2,4,5,2,2,3,2,6,3,3,1,3,2,3,2,4,3,2,3,2,1,2,5,2,4,2,2,5,5,1,1
804,5,3,2,6,1,3,4,2,2,4,6,4,2,3,2,2,5,2,2,2,3,4,4,2,1,1,3,1,1,1,1,1,1,1,2,22
805,1,1,1,1,6,1,5,2,2,3,3,4,1,1,1,4,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1
806,1,1,1,1,6,1,6,7,2,4,2,2,2,3,3,2,1,1,1,1,1,1,1,1,3,2,1,1,1,1,1,1,1,1,2,2
807,3,2,2,6,1,3,1,5,2,3,6,2,2,3,3,1,3,2,3,2,3,2,2,2,2,2,3,1,1,1,1,1,1,1,2,2
808,1,1,1,1,3,1,2,2,2,2,4,2,4,3,3,3,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,11,2
809,1,1,1,1,4,1,3,2,3,2,2,2,3,3,3,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2
810,5,2,2,6,1,2,3,2,2,4,5,4,5,3,3,4,2,2,4,3,3,3,3,3,1,1,2,3,2,2,3,2,2,4,2,2
811,1,1,1,1,6,1,6,4,2,4,4,2,4,3,3,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,11,3
812,1,1,1,1,6,1,6,4,2,5,4,3,4,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2
813,5,3,3,6,1,2,5,7,2,7,6,6,4,3,1,1,5,3,3,2,2,5,4,3,3,1,4,1,1,1,1,1,1,1,2,2
814,5,3,3,5,1,2,5,2,2,7,5,5,5,3,3,4,3,3,2,2,2,2,2,2,1,1,3,2,2,2,2,3,3,5,1,1
815,1,1,1,1,6,1,6,5,4,5,6,5,1,1,1,3,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1
816,1,1,1,1,6,1,6,3,2,7,6,4,4,3,3,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2
817,1,1,1,1,6,1,1,3,2,3,4,5,4,3,3,3,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,4
818,3,3,2,5,1,2,2,3,2,2,6,6,5,3,3,1,2,2,3,4,4,5,3,4,2,1,3,1,1,1,1,1,1,1,20,2
819,1,1,1,1,6,1,4,7,2,4,4,4,4,3,3,3,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,11,17
820,3,5,4,4,1,6,5,7,2,7,6,4,3,1,1,1,3,4,3,2,3,4,4,3,1,1,2,1,1,1,1,1,1,1,2,2
821,1,1,1,1,4,1,1,2,2,4,3,2,4,3,3,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,20
